rowMeans.combined_p..na.rm...TRUE.,Year
0.06268334416472135,2006
0.06481837371645066,2006
0.051301594994879615,2006
0.05117866376351299,2006
0.05117867432094518,2006
0.05117867432094518,2006
0.05117867432094518,2006
0.05171863828053861,2006
0.051724437909442755,2006
0.05497932302529491,2006
0.05922624820876752,2006
0.05960718185042126,2006
0.06035791714950314,2006
0.06237114228160419,2006
0.06329984368616187,2006
0.07438870909322397,2006
0.07644823395686604,2006
0.08305301827214191,2006
0.08425578194229158,2006
0.4200830392986349,2006
0.42890652527551376,2006
0.4659210773128031,2006
0.4698763083759839,2006
0.5440382222575156,2006
0.5488841220529934,2006
0.5505805941870444,2006
0.5496428896270722,2006
0.5501059379455615,2006
0.5510809480161376,2006
0.5365157758071254,2006
0.5252636000906238,2006
0.5236815302540891,2006
0.5236348619858453,2006
0.5313352901443407,2006
0.5403514777635244,2006
0.5629021031229163,2006
0.8793435727158841,2006
0.8808522165950297,2006
0.8885454125356831,2006
0.9158780141844812,2006
0.9142930952215768,2006
0.9102613088597749,2006
0.9098812780775212,2006
0.9091305427784392,2006
0.9071173176463384,2006
0.9092188292572142,2006
0.9861021578578172,2006
1.0185904881524048,2006
1.0184160009745007,2006
1.224270961266395,2006
0.88843183380697055,2006
0.8779396420424901,2006
0.8394897397812754,2006
0.8330734814543848,2006
0.7590347081294454,2006
0.7511265309781949,2006
0.7528760133672956,2006
0.752992140447137,2006
1.0193268933240187,2006
1.0608180425953366,2006
1.0713777174824288,2006
1.0717323450162224,2006
1.142727137445811,2006
1.1912395414838948,2006
1.1847426879596017,2006
1.2291364237277331,2006
1.2076014974786764,2006
0.8923879767032726,2006
0.8958326232009359,2006
0.8886198202476538,2006
0.8726035092954039,2006
0.8709944163740818,2006
0.8707792775524112,2006
0.8707783746930114,2006
0.8707783746930114,2006
0.8707783867050236,2006
0.8677481736895903,2006
0.7797759796819241,2006
0.7452281245236944,2006
0.7387978273863236,2006
0.5317401034242801,2006
0.5316770381701481,2006
0.5316770381701481,2006
0.5316770381701481,2006
0.5316770381701481,2006
0.5315538392597462,2006
0.5293155905400451,2006
0.5192827041760097,2006
0.518862180255341,2006
0.2516324175450604,2006
0.21189354783567935,2006
0.22242286784846868,2006
0.2569019463753847,2006
0.18766862389541517,2006
0.15537993001881628,2006
0.15440612730318237,2006
0.10093926394994424,2006
0.09993115563374282,2006
0.0992522079494592,2006
0.12372688631649538,2006
0.18453482789393869,2006
0.17340874448058355,2006
0.1733478712489573,2006
0.1734413881623443,2006
0.1734592318756238,2006
0.1734592318756238,2006
0.17345921986361157,2006
0.17345921986361157,2006
0.17345921986361157,2006
0.17374890695431264,2006
0.17896519676008552,2006
0.17925308994970446,2006
0.17925308994970446,2006
0.17925308994970446,2006
0.17925308994970446,2006
0.17925308994970446,2006
0.17925308994970446,2006
0.17925308994970446,2006
0.17925323353078154,2006
0.17925323353078154,2006
0.17925323353078154,2006
0.17641865431710974,2006
0.1550782027237081,2006
0.12024449666299827,2006
0.11844232531655488,2006
0.09844460689639914,2006
0.09791425095903276,2006
0.09791425095903276,2006
0.09790664960746776,2006
0.09735764847418656,2006
0.06792967973034164,2006
0.006101381205933321,2006
0.005905374293836406,2006
0.005905374293836406,2006
0.005811857380449442,2006
0.005794013667169969,2006
0.005794013667169969,2006
0.005794013667169969,2006
0.005794013667169969,2006
0.005794013667169969,2006
0.005504326576468871,2006
2.8803677069600564e-4,2006
1.4358107708520382e-7,2006
1.4358107708520382e-7,2006
1.0205005985342596e-5,2006
4.754788838798335e-4,2006
4.896148465731526e-4,2006
4.896380729256071e-4,2006
4.896380729256071e-4,2006
4.894944918485219e-4,2006
4.894944918485219e-4,2006
4.894944918485219e-4,2006
4.894944918485219e-4,2006
4.894944918485219e-4,2006
4.894944918485219e-4,2006
4.894944918485219e-4,2006
4.894944918485219e-4,2006
4.894944918485219e-4,2006
4.894944918485219e-4,2006
4.895515019839068e-4,2006
4.895599479300081e-4,2006
4.895599479300081e-4,2006
5.357276003759193e-4,2006
9.737526932245912e-4,2006
0.005637013886617392,2006
0.005843843624604647,2006
0.005845275056025409,2006
0.005845454532372748,2006
0.005875192871796528,2006
0.0823640585793711,2006
0.0823640585793711,2006
0.08236664726177334,2006
0.08236664726177334,2006
0.08253117934825485,2006
0.09415768933591472,2006
0.13129968821026355,2006
0.13333740046073964,2006
0.13647414645663272,2006
0.13654384341113848,2007
0.13654384341113848,2007
0.13654384341113848,2007
0.13654481665341625,2007
0.14045939710224858,2007
0.14400696769164095,2007
0.14400920791763944,2007
0.1440360393860727,2007
0.1440360393860727,2007
0.1440360393860727,2007
0.1440360393860727,2007
0.14432606363815248,2007
0.14553044388308536,2007
0.1455722897910534,2007
0.1455722897910534,2007
0.1455261221386075,2007
0.14508809704575887,2007
0.140424835852366,2007
0.14107934287498436,2007
0.26509045147440113,2007
0.27339778037062806,2007
0.3615485699457488,2007
0.285274661532092,2007
0.285274661532092,2007
0.2852720728496898,2007
0.2852720728496898,2007
0.28510754076320827,2007
0.2734810307755483,2007
0.23632910968139412,2007
0.23403551282540536,2007
0.3000034318682549,2007
0.3958999517362736,2007
0.3973285463561163,2007
0.3973285463561163,2007
0.3973284514922349,2007
0.39341397028326514,2007
0.3898663996938727,2007
0.3898655294386909,2007
0.38983869797025766,2007
0.3898387972101201,2007
0.3899126095378965,2007
0.3909444020268367,2007
0.40129019053744375,2007
0.400855700841227,2007
0.4122889329655532,2007
0.4258295769194555,2007
0.4258297879150949,2007
0.4258297879150949,2007
0.4258297879150949,2007
0.4257342371108589,2007
0.45439746043082224,2007
0.4461370893581218,2007
0.357956772439217,2007
0.3579907166299757,2007
0.35843721252282484,2007
0.3584375968133714,2007
0.3585856045387137,2007
0.3585856045387137,2007
0.3585856045387137,2007
0.35858546533361085,2007
0.3583760760612289,2007
0.28925727505979276,2007
0.19329103501091577,2007
0.19186244039107292,2007
0.19186244039107292,2007
0.1918615620126764,2007
0.19186146277281396,2007
0.19186146277281396,2007
0.19186009280199728,2007
0.19186009280199728,2007
0.19185999356213485,2007
0.19178618123435848,2007
0.1907543887454183,2007
0.1801185759827321,2007
0.17934862842388025,2007
0.16787354194564022,2007
0.15433289799173755,2007
0.15433268699609817,2007
0.15433268699609817,2007
0.15446655978182622,2007
0.1599994138394127,2007
0.41724605241870305,2007
0.4526384472679151,2007
0.4583859983303091,2007
0.4582737401531616,2007
0.45782724426031257,2007
0.4578483669953681,2007
0.45770035927002584,2007
0.45779259299832464,2007
0.45779259299832464,2007
0.45779259299832464,2007
0.45779259299832464,2007
0.45779259299832464,2007
0.45779259299832464,2007
0.45779259299832464,2007
0.45779259299832464,2007
0.45779259299832464,2007
0.45779259299832464,2007
0.45779259299832464,2007
0.45779259299832464,2007
0.45779259299832464,2007
0.4584243748052284,2007
0.5078056876648537,2007
0.5088335892893298,2007
0.5088335892893298,2007
0.5088675376148746,2007
0.509265336662389,2007
0.509265336662389,2007
0.509265336662389,2007
0.5094481933025587,2007
0.5265496958642883,2007
0.5372116298952629,2007
0.1276222908841738,2007
0.09230700248978768,2007
0.08655925521216018,2007
0.08642261190463128,2007
0.08642261190463128,2007
0.08640110487902927,2007
0.08641795172592577,2007
0.08633936503765437,2007
0.08633936503765437,2007
0.08773145015118915,2007
0.08773145015118915,2007
0.08773145015118915,2007
0.08773145015118915,2007
0.08773145015118915,2007
0.08773145015118915,2007
0.08773145015118915,2007
0.08786646415227488,2007
0.08786646415227488,2007
0.08786646415227488,2007
0.08786646415227488,2007
0.08723468234537095,2007
0.03785336948574557,2007
0.03682546786126944,2007
0.03732979949342151,2007
0.039987346177279656,2007
0.039596921784255,2007
0.03959881955157646,2007
0.03974248148868085,2007
0.039571531329040545,2007
0.022336155981582995,2007
0.005405793554597645,2007
0.005527418129760667,2007
0.005403174375060534,2007
0.005403159594654672,2007
0.005403159594654672,2007
0.005403159594654672,2007
0.005403159594654672,2007
0.005386312747758181,2007
0.00537266570773078,2007
0.00537266570773078,2007
0.003980580594195996,2007
0.003980580594195996,2007
0.003980580594195996,2007
0.003980580594195996,2007
0.003980580594195996,2007
0.003980580594195996,2007
0.003980580594195996,2007
0.003845566593110272,2007
0.003845566593110272,2007
0.003845566593110272,2007
0.0039571442959626954,2007
0.0039571442959626954,2007
0.0039571442959626954,2007
0.0039571442959626954,2007
0.0034528126638106284,2007
7.613176544078058e-4,2007
7.539429999179897e-4,2007
7.520452325965316e-4,2007
6.083832954921468e-4,2007
5.964768149626155e-4,2007
5.964768149626155e-4,2007
5.662651970172309e-4,2007
1.115777028524233e-4,2007
1.115777028524233e-4,2007
1.115777028524233e-4,2007
1.115777028524233e-4,2007
1.115777028524233e-4,2007
1.115777028524233e-4,2007
1.115777028524233e-4,2007
1.115777028524233e-4,2007
1.115777028524233e-4,2007
1.115777028524233e-4,2007
1.115777028524233e-4,2007
1.115777028524233e-4,2007
1.711448481125703e-4,2007
4.711187789649735e-4,2007
5.82798807245934e-4,2007
5.82798807245934e-4,2007
5.82798807245934e-4,2007
9.917464994330426e-4,2007
0.0010336261065298509,2007
9.3170447897013e-4,2007
0.0014995734940977134,2007
0.001952898190526103,2007
0.0025703867229742183,2007
0.015091143863023331,2007
0.015177671053722495,2007
0.015251360323848865,2007
0.03555108199385167,2007
0.04590783739697677,2007
0.08977473972702155,2007
0.094715762893646,2007
0.17885192610946926,2007
0.19332718795204001,2007
0.2918897986341949,2007
0.2947556613764664,2007
0.30100989535434425,2007
0.32935934447206294,2007
0.33170516738456646,2007
0.4317256286308009,2007
0.5159914853984733,2007
0.6022754093847457,2007
0.6053583367989257,2007
0.6114840713493986,2007
0.6199465006827782,2007
0.6250342570751996,2007
0.6329146816832247,2007
0.6328163609757601,2007
0.6328163609757601,2007
0.6328217359758318,2007
0.6324594481935687,2007
0.6324205901237143,2007
0.6343606156374602,2007
0.6734217815523259,2007
0.6773644669499936,2007
0.6769849518691696,2007
0.667839393611531,2007
0.6677765052769029,2007
0.6677832684164661,2007
0.6475815782792221,2007
0.6372248228760969,2007
0.5933579205460524,2007
0.5884168973794279,2007
0.5045091001555796,2007
0.5102885203664688,2007
0.4499731900004805,2007
0.44710732725820906,2007
0.44085309328033107,2007
0.41256518303971174,2007
0.4204217645884528,2007
0.32119171527183693,2007
0.23936793889449412,2007
0.16457787911500846,2007
0.1617387040597163,2007
0.15561961703185373,2007
0.14762048004379189,2007
0.14413920705037345,2007
0.15630452807748155,2007
0.1572460289000577,2007
0.1572460289000577,2007
0.15724065389998612,2007
0.15740668831931132,2007
0.15777202334647372,2007
0.1558223417574351,2007
0.11630397011252476,2007
0.11273398045626412,2007
0.11920259821998816,2007
0.11934919089510232,2007
0.11934701583572588,2007
0.11926656342603638,2007
0.11916853189327736,2007
0.12021715665238862,2007
0.1276859139160693,2007
0.1546452902954716,2007
0.15539517055377128,2007
0.13514048850031096,2007
0.09689320818414451,2007
0.09689320818414451,2007
0.09690093910405914,2007
0.09683940022695986,2007
0.08663699576571525,2007
0.0859385016986028,2007
0.08395970928633685,2007
0.07246584507955017,2007
0.07279694558477427,2007
0.08052891142080774,2007
0.08006561907549027,2007
0.07839956853122734,2007
0.05805384896524173,2007
0.05709898882184926,2007
0.05709898882184926,2007
0.05709898882184926,2007
0.05688629449259993,2007
0.056517937928195025,2007
0.056517937928195025,2007
0.05640727464311189,2007
0.055581254205276466,2007
0.04924882195104254,2007
0.04572703039351799,2007
0.04570556659682344,2007
0.04570556659682344,2007
0.04570556659682344,2007
0.04465694183771219,2007
0.03718818457403157,2007
0.01022880819462934,2007
0.009250561944354802,2007
0.009250561944354802,2007
0.009250561944354802,2007
0.009250561944354802,2007
0.009242831024440202,2007
0.009335319228091594,2007
0.009431317522200038,2007
0.009339399659694185,2007
0.008876111681630374,2007
0.008876111681630374,2007
0.008301258817518265,2007
5.626454588742233e-4,2007
5.626454588742233e-4,2007
5.626454588742233e-4,2007
5.626454588742233e-4,2007
5.626454588742233e-4,2007
5.626454588742233e-4,2007
5.626454588742233e-4,2007
5.626454588742233e-4,2007
5.626454588742233e-4,2007
5.626454588742233e-4,2007
8.49197264936741e-4,2007
0.00206969868957263,2007
0.0016955397284582438,2007
0.0016955397284582438,2007
0.0016955397284582438,2007
0.0016955397284582438,2007
0.0016955397284582438,2007
0.0016955397284582438,2007
0.0016955397284582438,2007
0.0016955397284582438,2007
0.0016955397284582438,2007
0.0016955397284582438,2007
0.0016955397284582438,2007
0.0016955397284582438,2007
0.0016955397284582438,2007
0.011848179217876727,2007
0.8490854641578267,2007
0.965866487455996,2007
0.9658730000333614,2007
0.9658735616887486,2007
0.9658738129556363,2007
0.9658738129556363,2007
0.9760654115999582,2007
1.2731332941493787,2007
1.3097113892537982,2007
1.3243808798382544,2007
1.390770684964601,2007
1.4485142400849156,2007
1.4485142400849156,2007
1.4485263207370322,2007
1.4485263207370322,2007
1.448240020197858,2007
1.4470195187732222,2007
1.4470195187732222,2007
1.4470195187732222,2007
1.4470195187732222,2007
1.4478992793447816,2007
1.449652965592103,2007
1.4496529909299405,2007
1.449653113396156,2007
1.449653113396156,2007
1.449653113396156,2007
1.449653113396156,2007
1.449653113396156,2007
1.449653113396156,2007
1.449653113396156,2007
1.4394079857030857,2007
0.602074702469027,2008
0.4852937002857242,2008
0.48528718770835905,2008
0.48528673162729863,2008
0.48625353205349375,2008
0.510303703037722,2008
0.552427332008271,2008
0.4899036697668529,2008
0.45356883243354623,2008
0.4388993418490903,2008
0.3725095367227432,2008
0.3147659816024285,2008
0.3147659816024285,2008
0.3147539009503117,2008
0.3147539009503117,2008
0.31475364968342384,2008
0.31475364968342384,2008
0.31475364968342384,2008
0.31475364968342384,2008
0.31475364968342384,2008
0.3138738891118648,2008
0.3121202028645432,2008
0.31228197146449704,2008
0.31343402844188323,2008
0.3615960738065278,2008
0.3616331065162589,2008
0.3881038830879645,2008
1.1153056484609478,2008
1.1271752045101635,2008
1.1273410539075956,2008
1.1273525025991449,2008
1.1273529034755752,2008
1.1273528823607093,2008
1.127568710727466,2008
1.173373914987918,2008
1.2651390320662192,2008
1.2411539722722713,2008
1.1888387446574014,2008
0.9542945243493974,2008
0.9540512665782852,2008
0.9540512665782852,2008
0.9540512665782852,2008
0.9540512665782852,2008
0.9540512665782852,2008
0.9543551017860202,2008
0.9681565033354332,2008
1.0206122671442797,2008
1.0206151619922843,2008
1.020616005496648,2008
1.020616005496648,2008
1.0228767224180575,2008
1.058926774181949,2008
1.062107391302182,2008
1.0891813785925877,2008
1.0886128578087195,2008
1.0404508124440752,2008
1.0404137797343442,2008
1.0139430031626384,2008
0.287120463970511,2008
0.2752509079212958,2008
0.27508505852386395,2008
0.2750736098323146,2008
0.2750732300707504,2008
0.2750732300707504,2008
0.27485740170399353,2008
0.2290521657712407,2008
0.1363199969998564,2008
0.13625488580957634,2008
0.13625488580957634,2008
0.13625488580957634,2008
0.13625488580957634,2008
0.13625488580957634,2008
0.13625488580957634,2008
0.13625488580957634,2008
0.13625488580957634,2008
0.13595365429923786,2008
0.1248334086156942,2008
0.07261205854617195,2008
0.07260916369816717,2008
0.0726083201938037,2008
0.0726083201938037,2008
0.07034760327239424,2008
0.034297551508503235,2008
0.03111693438827026,2008
0.003881153160073639,2008
0.003297494500339346,2008
0.003297515615205214,2008
0.003297515615205214,2008
0.003297515615205214,2008
0.002918310549215213,2008
0.002918310549215213,2008
0.002918310549215213,2008
0.002918310549215213,2008
0.002918608268800105,2008
0.0030461203170940175,2008
0.0030461203170940175,2008
0.0030460464150669215,2008
0.0030460464150669215,2008
0.0030460464150669215,2008
0.0030464877157362733,2008
0.003087916231830829,2008
0.003087916231830829,2008
0.003087916231830829,2008
0.003087916231830829,2008
0.003087916231830829,2008
0.003087916231830829,2008
0.00308531253443451,2008
4.041566685654181e-4,2008
1.700617636910748e-4,2008
1.7050306436042627e-4,2008
1.7050306436042627e-4,2008
1.7082189881118605e-4,2008
1.7114073326194584e-4,2008
1.7158203393129732e-4,2008
1.7158203393129732e-4,2008
1.7158203393129732e-4,2008
1.7158203393129732e-4,2008
1.7187975351618933e-4,2008
1.7187975351618933e-4,2008
1.7187975351618933e-4,2008
1.7710038851305072e-4,2008
1.7710038851305072e-4,2008
1.7710038851305072e-4,2008
1.7710038851305072e-4,2008
1.767815540622909e-4,2008
4.926950576837855e-5,2008
4.926950576837855e-5,2008
4.926950576837855e-5,2008
4.9296955092285984e-5,2008
4.9296955092285984e-5,2008
4.8855654422934496e-5,2008
7.4271383283786675e-6,2008
7.4271383283786675e-6,2008
9.783029443643924e-5,2008
0.0038250715513774222,2008
0.003843660500661296,2008
0.003968270311005512,2008
0.003968270311005512,2008
0.003968270311005512,2008
0.003967951476554752,2008
0.0039675101758854005,2008
0.003967937460322642,2008
0.005625016933137022,2008
0.15893475132891988,2008
0.2291135978453721,2008
0.24374824945965265,2008
0.24374824945965265,2008
0.24390012023221289,2008
0.24389980139776207,2008
0.24389980139776207,2008
0.24389980139776207,2008
0.24389455964789936,2008
0.24389455964789936,2008
0.24389455964789936,2008
0.24389455964789936,2008
0.24389455964789936,2008
0.24389455964789936,2008
0.24389455964789936,2008
0.24389455964789936,2008
0.24389453219857543,2008
0.24389453219857543,2008
0.24389453219857543,2008
0.24389577375261273,2008
0.24389970292294624,2008
0.2438095151384636,2008
0.24008227388152265,2008
0.2400636849322387,2008
0.2399390751218945,2008
0.2399390751218945,2008
0.2399390751218945,2008
0.2399390751218945,2008
0.2399390751218945,2008
0.23993864783745725,2008
0.2382816127058683,2008
0.08497192265131095,2008
0.014792634834189364,2008
5.201254794452572e-4,2008
9.230561439525276e-4,2008
0.0012452909430751558,2008
0.0012452909430751558,2008
0.0012452909430751558,2008
0.0016517316234595132,2008
0.0016866671051516235,2008
0.0021421913380631247,2008
0.002590806649046061,2008
0.03347588535315269,2008
0.03798394001780619,2008
0.03804370762361771,2008
0.04043600719051939,2008
0.041606701431048984,2008
0.04187233318760496,2008
0.05055323314156256,2008
0.799667574421739,2008
0.8107832333585795,2008
0.8200934405372845,2008
0.9738873875651558,2008
0.9810209356528216,2008
0.9811723195665772,2008
0.9811727439753628,2008
0.9811727439753628,2008
0.9813121704158791,2008
1.0769087732861586,2008
1.0829226291308134,2008
1.0856670350074331,2008
1.0863154852602304,2008
1.0873254225528135,2008
1.0875466623328829,2008
1.0903627136199177,2008
1.0931805475656902,2008
1.0927064419940071,2008
1.0927064419940071,2008
1.0927064419940071,2008
1.0923000013136228,2008
1.09236877084104,2008
1.0919132466081285,2008
1.1149574859027584,2008
1.0888894006696352,2008
1.0948963818246071,2008
1.1679429504553391,2008
1.1756658394693615,2008
1.4763925073625863,2008
1.4805870829503966,2008
1.4736067983918089,2008
0.7266634483424984,2008
0.723601418980631,2008
0.7142872826315927,2008
0.5813454574631517,2008
0.5821982871465075,2008
0.5917414779542187,2008
0.5938487006510244,2008
0.59647616609145,2008
0.5979908193459458,2008
0.502394216475666,2008
0.4963803606310111,2008
0.4936359547543915,2008
0.5025038688228,2008
0.5057167894705225,2008
0.5225157758428851,2008
0.8199913783400943,2008
0.8588584000732116,2008
0.8793536932127481,2008
1.0576244484993642,2008
1.1171508969403297,2008
1.140062977889602,2008
1.1496254206500658,2008
1.1498728999185874,2008
1.1264220532232354,2008
1.1216050597522524,2008
1.1110900239326271,2008
1.0379836876960835,2008
1.0279358561945506,2008
0.7262404377789545,2008
0.7250168032365014,2008
0.7371562590843422,2008
0.7658661346366255,2008
0.7615362048709235,2008
0.7617434984602838,2008
0.7408911612292268,2008
0.732904783458206,2008
0.7232102087367391,2008
0.7215283877666384,2008
0.7189646431202273,2008
0.7173105634252149,2008
0.7173782163778991,2008
0.7173782163778991,2008
0.7173782163778991,2008
0.7078614888810173,2008
0.7036382677650356,2008
0.6866180416126032,2008
0.3862781453204611,2008
0.34438274116154255,2008
0.32532919545312716,2008
0.14720278883242374,2008
0.08767634039145848,2008
0.06476425944218636,2008
0.05510385433443373,2008
0.05485637506591207,2008
0.05599817532972072,2008
0.062062003079454565,2008
0.062114088309710686,2008
0.06211565656277699,2008
0.06204829948338533,2008
0.0618463557652283,2008
0.05860978296331644,2008
0.0447706144227841,2008
0.014029446693223348,2008
0.010304505329915349,2008
0.010101140635464629,2008
0.010101140635464629,2008
0.010101140635464629,2008
0.010101140635464629,2008
0.00967531449997375,2008
0.009611593705959442,2008
0.009611593705959442,2008
0.00954394075327542,2008
0.00954394075327542,2008
0.00954394075327542,2008
0.00954394075327542,2008
0.00954394075327542,2008
0.00954394075327542,2008
0.009230041001637032,2008
0.009037658817158413,2008
0.007595911386037061,2008
0.007451562720124427,2008
0.007451562720124427,2008
0.007451562720124427,2008
0.007445820058303689,2008
0.007445820058303689,2008
0.006262011884234118,2008
1.981841345002831e-4,2008
1.4609890424415812e-4,2008
1.4453065117785822e-4,2008
1.4453065117785822e-4,2008
0.013363537233050933,2008
0.01584194494651155,2008
0.015865061505433726,2008
0.01572536245184493,2008
0.01572536245184493,2008
0.015721433556935373,2008
0.015721433556935373,2008
0.015721433556935373,2008
0.015721433556935373,2008
0.015721433556935373,2008
0.015721433556935373,2008
0.015721433556935373,2008
0.015721433556935373,2008
0.015721433556935373,2008
0.015721433556935373,2008
0.015721433556935373,2008
0.021164430437849404,2008
0.02544623043185169,2008
0.22762351829954275,2008
0.36537646303527566,2008
0.3684690215117696,2008
0.3684690215117696,2008
0.3684690215117696,2008
0.3684690215117696,2008
0.3684690215117696,2008
0.3684690215117696,2008
0.3684690215117696,2008
0.3684690215117696,2008
0.3684690215117696,2008
0.3726084388528702,2008
0.3733979883023318,2008
0.36017898172045865,2008
0.35770057400699795,2008
0.35767655474539634,2008
0.35767655474539634,2008
0.4018907475635264,2008
0.4039870885596732,2008
0.4478303042754688,2008
0.6997620945341584,2008
0.8119994749081598,2008
0.8211655330376125,2008
0.8211655330376125,2008
0.8225311570869036,2008
0.8227900733951039,2008
0.9529544912537968,2008
0.954802094122213,2008
0.9632218618322737,2008
1.1876850480620034,2008
1.1864503396348574,2008
0.9843562281775688,2008
0.8466032834418363,2008
0.8435107249653424,2008
0.8435107249653424,2008
0.8435107249653424,2009
0.8435107249653424,2009
0.8435107249653424,2009
0.844236028809176,2009
0.9256276271973808,2009
0.9256841289613128,2009
0.9256841289613128,2009
0.921544834086426,2009
0.9207552846369644,2009
0.9207552846369644,2009
0.9207552846369644,2009
0.9207552846369644,2009
0.9207552846369644,2009
0.8765410918188344,2009
0.8744447508226877,2009
0.8306015351068918,2009
0.5786697448482021,2009
0.4664323644742008,2009
0.4572663063447482,2009
0.4572663063447482,2009
0.4563690785752742,2009
0.5145718413541882,2009
0.3900310539495532,2009
0.398854358094866,2009
0.3905088148598725,2009
0.16060724807882715,2009
0.15756015651197128,2009
0.15747698010156833,2009
0.15747698010156833,2009
0.15747698010156833,2009
0.15747698010156833,2009
0.15747698010156833,2009
0.15747698010156833,2009
0.15747698010156833,2009
0.1567516762577347,2009
0.07536007786952892,2009
0.07530357610559676,2009
0.07536699423041991,2009
0.1931311868297647,2009
0.3134028373115461,2009
0.5707404756217895,2009
0.5718958182124235,2009
0.5718958182124235,2009
0.5718958182124235,2009
0.5718958182124235,2009
